State,County,Adults,Seniors,SchoolAge,PreSchoolers,Infants,Housing - Rent,Housing - Utilities,Child Care,Food,Transportation,Health Care,Technology,Miscellaneous,Tax Payments,Tax Credits,Monthly Total,ANNUAL TOTAL,Hourly Wage
Indiana,Marion,4,1,2,0,2,"$1,510",$340,"$1,747","$2,499","$2,130","$1,388",$171,$979,"$2,588",($767),"$12,585","$151,020",$75.51
Indiana,Marion,4,1,2,0,3,"$1,510",$340,"$2,397","$2,693","$2,287","$1,430",$171,"$1,083","$2,987",($899),"$13,999","$167,988",$83.99
Indiana,Marion,4,1,2,0,4,"$1,752",$340,"$3,047","$2,887","$2,443","$1,472",$171,"$1,211","$3,393",($910),"$15,806","$189,672",$94.84
Indiana,Marion,4,1,2,1,0,"$1,269",$340,"$1,043","$2,321","$1,974","$1,346",$171,$846,"$2,080",($600),"$10,790","$129,480",$64.74
Indiana,Marion,4,1,2,1,1,"$1,510",$340,"$1,693","$2,515","$2,130","$1,388",$171,$975,"$2,573",($767),"$12,528","$150,336",$75.17
Indiana,Marion,4,1,2,1,2,"$1,510",$340,"$2,343","$2,709","$2,287","$1,430",$171,"$1,079","$2,974",($899),"$13,944","$167,328",$83.66
Indiana,Marion,4,1,2,1,3,"$1,752",$340,"$2,993","$2,903","$2,443","$1,472",$171,"$1,207","$3,381",($910),"$15,752","$189,024",$94.51
Indiana,Marion,4,1,2,2,0,"$1,510",$340,"$1,638","$2,531","$2,130","$1,388",$171,$971,"$2,559",($767),"$12,471","$149,652",$74.83
Indiana,Marion,4,1,2,2,1,"$1,510",$340,"$2,288","$2,726","$2,287","$1,430",$171,"$1,075","$2,959",($899),"$13,887","$166,644",$83.32
Indiana,Marion,4,1,2,2,2,"$1,752",$340,"$2,938","$2,920","$2,443","$1,472",$171,"$1,204","$3,369",($910),"$15,699","$188,388",$94.19
Indiana,Marion,4,1,2,3,0,"$1,510",$340,"$2,234","$2,742","$2,287","$1,430",$171,"$1,071","$2,944",($899),"$13,830","$165,960",$82.98
Indiana,Marion,4,1,2,3,1,"$1,752",$340,"$2,884","$2,936","$2,443","$1,472",$171,"$1,200","$3,357",($910),"$15,645","$187,740",$93.87
Indiana,Marion,4,1,2,4,0,"$1,752",$340,"$2,830","$2,952","$2,443","$1,472",$171,"$1,196","$3,345",($910),"$15,591","$187,092",$93.55
Indiana,Marion,4,1,3,0,0,"$1,269",$340,$670,"$2,382","$1,974","$1,346",$171,$815,"$1,961",($600),"$10,328","$123,936",$61.97
Indiana,Marion,4,1,3,0,1,"$1,510",$340,"$1,320","$2,576","$2,130","$1,388",$171,$944,"$2,453",($767),"$12,065","$144,780",$72.39
Indiana,Marion,4,1,3,0,2,"$1,510",$340,"$1,970","$2,770","$2,287","$1,430",$171,"$1,048","$2,854",($899),"$13,481","$161,772",$80.89
Indiana,Marion,4,1,3,0,3,"$1,752",$340,"$2,620","$2,964","$2,443","$1,472",$171,"$1,176","$3,282",($910),"$15,310","$183,720",$91.86
Indiana,Marion,4,1,3,1,0,"$1,510",$340,"$1,266","$2,592","$2,130","$1,388",$171,$940,"$2,439",($767),"$12,009","$144,108",$72.05
Indiana,Marion,4,1,3,1,1,"$1,510",$340,"$1,916","$2,786","$2,287","$1,430",$171,"$1,044","$2,839",($899),"$13,424","$161,088",$80.54
Indiana,Marion,4,1,3,1,2,"$1,752",$340,"$2,566","$2,980","$2,443","$1,472",$171,"$1,172","$3,270",($910),"$15,256","$183,072",$91.54
Indiana,Marion,4,1,3,2,0,"$1,510",$340,"$1,862","$2,802","$2,287","$1,430",$171,"$1,040","$2,824",($899),"$13,367","$160,404",$80.20
Indiana,Marion,4,1,3,2,1,"$1,752",$340,"$2,512","$2,996","$2,443","$1,472",$171,"$1,169","$3,259",($910),"$15,204","$182,448",$91.22
Indiana,Marion,4,1,3,3,0,"$1,752",$340,"$2,458","$3,013","$2,443","$1,472",$171,"$1,165","$3,246",($910),"$15,150","$181,800",$90.90
Indiana,Marion,4,1,4,0,0,"$1,510",$340,$894,"$2,653","$2,130","$1,388",$171,$909,"$2,319",($767),"$11,547","$138,564",$69.28
Indiana,Marion,4,1,4,0,1,"$1,510",$340,"$1,544","$2,847","$2,287","$1,430",$171,"$1,013","$2,720",($899),"$12,963","$155,556",$77.78
Indiana,Marion,4,1,4,0,2,"$1,752",$340,"$2,194","$3,041","$2,443","$1,472",$171,"$1,141","$3,172",($910),"$14,816","$177,792",$88.90
Indiana,Marion,4,1,4,1,0,"$1,510",$340,"$1,490","$2,863","$2,287","$1,430",$171,"$1,009","$2,705",($899),"$12,906","$154,872",$77.44
Indiana,Marion,4,1,4,1,1,"$1,752",$340,"$2,140","$3,057","$2,443","$1,472",$171,"$1,138","$3,160",($910),"$14,763","$177,156",$88.58
Indiana,Marion,4,1,4,2,0,"$1,752",$340,"$2,085","$3,073","$2,443","$1,472",$171,"$1,134","$3,148",($910),"$14,708","$176,496",$88.25
Indiana,Marion,4,1,5,0,0,"$1,510",$340,"$1,117","$2,923","$2,287","$1,430",$171,$978,"$2,585",($899),"$12,442","$149,304",$74.65
Indiana,Marion,4,1,5,0,1,"$1,752",$340,"$1,767","$3,118","$2,443","$1,472",$171,"$1,106","$3,062",($910),"$14,321","$171,852",$85.93
Indiana,Marion,4,1,5,1,0,"$1,752",$340,"$1,713","$3,134","$2,443","$1,472",$171,"$1,103","$3,050",($910),"$14,268","$171,216",$85.61
Indiana,Marion,4,1,6,0,0,"$1,752",$340,"$1,341","$3,194","$2,443","$1,472",$171,"$1,071","$2,944",($910),"$13,818","$165,816",$82.91
Indiana,Marion,4,2,0,0,0,"$1,020",$340,$0,"$1,967","$1,711","$1,762",$196,$700,"$1,632",$0,"$9,328","$111,936",$55.97
Indiana,Marion,4,2,0,0,1,"$1,269",$340,$650,"$2,057","$1,868","$1,804",$196,$818,"$1,973",($217),"$10,758","$129,096",$64.55
Indiana,Marion,4,2,0,0,2,"$1,269",$340,"$1,300","$2,251","$2,024","$1,846",$196,$923,"$2,373",($433),"$12,089","$145,068",$72.53
Indiana,Marion,4,2,0,0,3,"$1,510",$340,"$1,950","$2,446","$2,180","$1,888",$196,"$1,051","$2,866",($600),"$13,827","$165,924",$82.96
Indiana,Marion,4,2,0,0,4,"$1,510",$340,"$2,600","$2,640","$2,337","$1,930",$196,"$1,155","$3,216",($767),"$15,157","$181,884",$90.94
Indiana,Marion,4,2,0,0,5,"$1,752",$340,"$3,250","$2,834","$2,493","$1,972",$196,"$1,284","$3,622",($899),"$16,844","$202,128",$101.06
Indiana,Marion,4,2,0,0,6,"$1,752",$340,"$3,900","$3,028","$2,649","$2,014",$196,"$1,388","$3,951",($910),"$18,308","$219,696",$109.85
Indiana,Marion,4,2,0,1,0,"$1,269",$340,$596,"$2,074","$1,868","$1,804",$196,$815,"$1,958",($217),"$10,703","$128,436",$64.22
Indiana,Marion,4,2,0,1,1,"$1,269",$340,"$1,246","$2,268","$2,024","$1,846",$196,$919,"$2,359",($433),"$12,034","$144,408",$72.20
Indiana,Marion,4,2,0,1,2,"$1,510",$340,"$1,896","$2,462","$2,180","$1,888",$196,"$1,047","$2,851",($600),"$13,770","$165,240",$82.62
Indiana,Marion,4,2,0,1,3,"$1,510",$340,"$2,546","$2,656","$2,337","$1,930",$196,"$1,152","$3,204",($767),"$15,104","$181,248",$90.62
Indiana,Marion,4,2,0,1,4,"$1,752",$340,"$3,196","$2,850","$2,493","$1,972",$196,"$1,280","$3,610",($899),"$16,790","$201,480",$100.74
Indiana,Marion,4,2,0,1,5,"$1,752",$340,"$3,846","$3,044","$2,649","$2,014",$196,"$1,384","$3,939",($910),"$18,254","$219,048",$109.52
Indiana,Marion,4,2,0,2,0,"$1,269",$340,"$1,192","$2,284","$2,024","$1,846",$196,$915,"$2,344",($433),"$11,977","$143,724",$71.86
Indiana,Marion,4,2,0,2,1,"$1,510",$340,"$1,842","$2,478","$2,180","$1,888",$196,"$1,043","$2,837",($600),"$13,714","$164,568",$82.28
Indiana,Marion,4,2,0,2,2,"$1,510",$340,"$2,492","$2,672","$2,337","$1,930",$196,"$1,148","$3,192",($767),"$15,050","$180,600",$90.30
Indiana,Marion,4,2,0,2,3,"$1,752",$340,"$3,142","$2,866","$2,493","$1,972",$196,"$1,276","$3,598",($899),"$16,736","$200,832",$100.42
Indiana,Marion,4,2,0,2,4,"$1,752",$340,"$3,792","$3,060","$2,649","$2,014",$196,"$1,380","$3,927",($910),"$18,200","$218,400",$109.20
Indiana,Marion,4,2,0,3,0,"$1,510",$340,"$1,788","$2,494","$2,180","$1,888",$196,"$1,040","$2,822",($600),"$13,658","$163,896",$81.95
Indiana,Marion,4,2,0,3,1,"$1,510",$340,"$2,438","$2,688","$2,337","$1,930",$196,"$1,144","$3,180",($767),"$14,996","$179,952",$89.98
Indiana,Marion,4,2,0,3,2,"$1,752",$340,"$3,088","$2,882","$2,493","$1,972",$196,"$1,272","$3,586",($899),"$16,682","$200,184",$100.09
Indiana,Marion,4,2,0,3,3,"$1,752",$340,"$3,738","$3,076","$2,649","$2,014",$196,"$1,377","$3,915",($910),"$18,147","$217,764",$108.88
Indiana,Marion,4,2,0,4,0,"$1,510",$340,"$2,383","$2,704","$2,337","$1,930",$196,"$1,140","$3,168",($767),"$14,941","$179,292",$89.65
Indiana,Marion,4,2,0,4,1,"$1,752",$340,"$3,033","$2,899","$2,493","$1,972",$196,"$1,269","$3,574",($899),"$16,629","$199,548",$99.77
Indiana,Marion,4,2,0,4,2,"$1,752",$340,"$3,683","$3,093","$2,649","$2,014",$196,"$1,373","$3,903",($910),"$18,093","$217,116",$108.56
Indiana,Marion,4,2,0,5,0,"$1,752",$340,"$2,979","$2,915","$2,493","$1,972",$196,"$1,265","$3,562",($899),"$16,575","$198,900",$99.45
Indiana,Marion,4,2,0,5,1,"$1,752",$340,"$3,629","$3,109","$2,649","$2,014",$196,"$1,369","$3,891",($910),"$18,039","$216,468",$108.23
Indiana,Marion,4,2,0,6,0,"$1,752",$340,"$3,575","$3,125","$2,649","$2,014",$196,"$1,365","$3,879",($910),"$17,985","$215,820",$107.91
Indiana,Marion,4,2,1,0,0,"$1,269",$340,$223,"$2,134","$1,868","$1,804",$196,$783,"$1,862",($211),"$10,268","$123,216",$61.61
Indiana,Marion,4,2,1,0,1,"$1,269",$340,$873,"$2,328","$2,024","$1,846",$196,$888,"$2,239",($433),"$11,570","$138,840",$69.42
Indiana,Marion,4,2,1,0,2,"$1,510",$340,"$1,523","$2,522","$2,180","$1,888",$196,"$1,016","$2,732",($600),"$13,307","$159,684",$79.84
Indiana,Marion,4,2,1,0,3,"$1,510",$340,"$2,173","$2,716","$2,337","$1,930",$196,"$1,120","$3,106",($767),"$14,661","$175,932",$87.97
Indiana,Marion,4,2,1,0,4,"$1,752",$340,"$2,823","$2,910","$2,493","$1,972",$196,"$1,249","$3,511",($899),"$16,347","$196,164",$98.08
Indiana,Marion,4,2,1,0,5,"$1,752",$340,"$3,473","$3,105","$2,649","$2,014",$196,"$1,353","$3,840",($910),"$17,812","$213,744",$106.87
Indiana,Marion,4,2,1,1,0,"$1,269",$340,$819,"$2,344","$2,024","$1,846",$196,$884,"$2,224",($433),"$11,513","$138,156",$69.08
Indiana,Marion,4,2,1,1,1,"$1,510",$340,"$1,469","$2,538","$2,180","$1,888",$196,"$1,012","$2,717",($600),"$13,250","$159,000",$79.50
Indiana,Marion,4,2,1,1,2,"$1,510",$340,"$2,119","$2,733","$2,337","$1,930",$196,"$1,117","$3,094",($767),"$14,609","$175,308",$87.65
Indiana,Marion,4,2,1,1,3,"$1,752",$340,"$2,769","$2,927","$2,493","$1,972",$196,"$1,245","$3,499",($899),"$16,294","$195,528",$97.76
Indiana,Marion,4,2,1,1,4,"$1,752",$340,"$3,419","$3,121","$2,649","$2,014",$196,"$1,349","$3,828",($910),"$17,758","$213,096",$106.55
Indiana,Marion,4,2,1,2,0,"$1,510",$340,"$1,415","$2,555","$2,180","$1,888",$196,"$1,008","$2,702",($600),"$13,194","$158,328",$79.16
Indiana,Marion,4,2,1,2,1,"$1,510",$340,"$2,065","$2,749","$2,337","$1,930",$196,"$1,113","$3,082",($767),"$14,555","$174,660",$87.33
Indiana,Marion,4,2,1,2,2,"$1,752",$340,"$2,715","$2,943","$2,493","$1,972",$196,"$1,241","$3,487",($899),"$16,240","$194,880",$97.44
Indiana,Marion,4,2,1,2,3,"$1,752",$340,"$3,365","$3,137","$2,649","$2,014",$196,"$1,345","$3,817",($910),"$17,705","$212,460",$106.23
Indiana,Marion,4,2,1,3,0,"$1,510",$340,"$2,011","$2,765","$2,337","$1,930",$196,"$1,109","$3,070",($767),"$14,501","$174,012",$87.01
Indiana,Marion,4,2,1,3,1,"$1,752",$340,"$2,661","$2,959","$2,493","$1,972",$196,"$1,237","$3,475",($899),"$16,186","$194,232",$97.12
Indiana,Marion,4,2,1,3,2,"$1,752",$340,"$3,311","$3,153","$2,649","$2,014",$196,"$1,342","$3,804",($910),"$17,651","$211,812",$105.91
Indiana,Marion,4,2,1,4,0,"$1,752",$340,"$2,607","$2,975","$2,493","$1,972",$196,"$1,234","$3,463",($899),"$16,133","$193,596",$96.80
Indiana,Marion,4,2,1,4,1,"$1,752",$340,"$3,257","$3,169","$2,649","$2,014",$196,"$1,338","$3,793",($910),"$17,598","$211,176",$105.59
Indiana,Marion,4,2,1,5,0,"$1,752",$340,"$3,203","$3,186","$2,649","$2,014",$196,"$1,334","$3,780",($910),"$17,544","$210,528",$105.26
Indiana,Marion,4,2,2,0,0,"$1,269",$340,$447,"$2,405","$2,024","$1,846",$196,$853,"$2,105",($423),"$11,062","$132,744",$66.37
Indiana,Marion,4,2,2,0,1,"$1,510",$340,"$1,097","$2,599","$2,180","$1,888",$196,$981,"$2,597",($600),"$12,788","$153,456",$76.73
Indiana,Marion,4,2,2,0,2,"$1,510",$340,"$1,747","$2,793","$2,337","$1,930",$196,"$1,085","$2,995",($767),"$14,166","$169,992",$85.00
Indiana,Marion,4,2,2,0,3,"$1,752",$340,"$2,397","$2,987","$2,493","$1,972",$196,"$1,214","$3,401",($899),"$15,853","$190,236",$95.12
Indiana,Marion,4,2,2,0,4,"$1,752",$340,"$3,047","$3,181","$2,649","$2,014",$196,"$1,318","$3,730",($910),"$17,317","$207,804",$103.90
Indiana,Marion,4,2,2,1,0,"$1,510",$340,"$1,043","$2,615","$2,180","$1,888",$196,$977,"$2,583",($600),"$12,732","$152,784",$76.39
Indiana,Marion,4,2,2,1,1,"$1,510",$340,"$1,693","$2,809","$2,337","$1,930",$196,"$1,082","$2,983",($767),"$14,113","$169,356",$84.68
Indiana,Marion,4,2,2,1,2,"$1,752",$340,"$2,343","$3,004","$2,493","$1,972",$196,"$1,210","$3,389",($899),"$15,800","$189,600",$94.80
Indiana,Marion,4,2,2,1,3,"$1,752",$340,"$2,993","$3,198","$2,649","$2,014",$196,"$1,314","$3,718",($910),"$17,264","$207,168",$103.58
Indiana,Marion,4,2,2,2,0,"$1,510",$340,"$1,638","$2,826","$2,337","$1,930",$196,"$1,078","$2,968",($767),"$14,056","$168,672",$84.34
Indiana,Marion,4,2,2,2,1,"$1,752",$340,"$2,288","$3,020","$2,493","$1,972",$196,"$1,206","$3,377",($899),"$15,745","$188,940",$94.47
Indiana,Marion,4,2,2,2,2,"$1,752",$340,"$2,938","$3,214","$2,649","$2,014",$196,"$1,310","$3,706",($910),"$17,209","$206,508",$103.25
Indiana,Marion,4,2,2,3,0,"$1,752",$340,"$2,234","$3,036","$2,493","$1,972",$196,"$1,202","$3,365",($899),"$15,691","$188,292",$94.15
Indiana,Marion,4,2,2,3,1,"$1,752",$340,"$2,884","$3,230","$2,649","$2,014",$196,"$1,307","$3,694",($910),"$17,156","$205,872",$102.94
Indiana,Marion,4,2,2,4,0,"$1,752",$340,"$2,830","$3,246","$2,649","$2,014",$196,"$1,303","$3,682",($910),"$17,102","$205,224",$102.61
Indiana,Marion,4,2,3,0,0,"$1,510",$340,$670,"$2,676","$2,180","$1,888",$196,$946,"$2,463",($600),"$12,269","$147,228",$73.61
Indiana,Marion,4,2,3,0,1,"$1,510",$340,"$1,320","$2,870","$2,337","$1,930",$196,"$1,050","$2,863",($767),"$13,649","$163,788",$81.89
Indiana,Marion,4,2,3,0,2,"$1,752",$340,"$1,970","$3,064","$2,493","$1,972",$196,"$1,179","$3,290",($899),"$15,357","$184,284",$92.14
Indiana,Marion,4,2,3,0,3,"$1,752",$340,"$2,620","$3,258","$2,649","$2,014",$196,"$1,283","$3,619",($910),"$16,821","$201,852",$100.93
Indiana,Marion,4,2,3,1,0,"$1,510",$340,"$1,266","$2,886","$2,337","$1,930",$196,"$1,047","$2,849",($767),"$13,594","$163,128",$81.56
Indiana,Marion,4,2,3,1,1,"$1,752",$340,"$1,916","$3,080","$2,493","$1,972",$196,"$1,175","$3,279",($899),"$15,304","$183,648",$91.82
Indiana,Marion,4,2,3,1,2,"$1,752",$340,"$2,566","$3,274","$2,649","$2,014",$196,"$1,279","$3,608",($910),"$16,768","$201,216",$100.61
Indiana,Marion,4,2,3,2,0,"$1,752",$340,"$1,862","$3,096","$2,493","$1,972",$196,"$1,171","$3,266",($899),"$15,249","$182,988",$91.49
Indiana,Marion,4,2,3,2,1,"$1,752",$340,"$2,512","$3,291","$2,649","$2,014",$196,"$1,275","$3,596",($910),"$16,715","$200,580",$100.29
Indiana,Marion,4,2,3,3,0,"$1,752",$340,"$2,458","$3,307","$2,649","$2,014",$196,"$1,272","$3,584",($910),"$16,662","$199,944",$99.97
Indiana,Marion,4,2,4,0,0,"$1,510",$340,$894,"$2,947","$2,337","$1,930",$196,"$1,015","$2,729",($767),"$13,131","$157,572",$78.79
Indiana,Marion,4,2,4,0,1,"$1,752",$340,"$1,544","$3,141","$2,493","$1,972",$196,"$1,144","$3,180",($899),"$14,863","$178,356",$89.18
Indiana,Marion,4,2,4,0,2,"$1,752",$340,"$2,194","$3,335","$2,649","$2,014",$196,"$1,248","$3,509",($910),"$16,327","$195,924",$97.96
Indiana,Marion,4,2,4,1,0,"$1,752",$340,"$1,490","$3,157","$2,493","$1,972",$196,"$1,140","$3,168",($899),"$14,809","$177,708",$88.85
Indiana,Marion,4,2,4,1,1,"$1,752",$340,"$2,140","$3,351","$2,649","$2,014",$196,"$1,244","$3,497",($910),"$16,273","$195,276",$97.64
Indiana,Marion,4,2,4,2,0,"$1,752",$340,"$2,085","$3,367","$2,649","$2,014",$196,"$1,240","$3,485",($910),"$16,218","$194,616",$97.31
Indiana,Marion,4,2,5,0,0,"$1,752",$340,"$1,117","$3,218","$2,493","$1,972",$196,"$1,109","$3,070",($899),"$14,368","$172,416",$86.21
Indiana,Marion,4,2,5,0,1,"$1,752",$340,"$1,767","$3,412","$2,649","$2,014",$196,"$1,213","$3,399",($910),"$15,832","$189,984",$94.99
Indiana,Marion,4,2,5,1,0,"$1,752",$340,"$1,713","$3,428","$2,649","$2,014",$196,"$1,209","$3,387",($910),"$15,778","$189,336",$94.67
Indiana,Marion,4,2,6,0,0,"$1,752",$340,"$1,341","$3,488","$2,649","$2,014",$196,"$1,178","$3,288",($910),"$15,336","$184,032",$92.02
Indiana,Marion,5,0,0,0,0,"$1,020",$340,$0,"$1,682","$1,580",$719,$171,$551,"$1,226",$0,"$7,289","$87,468",$43.73
Indiana,Marion,5,0,0,0,1,"$1,020",$340,$650,"$1,887","$1,736",$761,$171,$657,"$1,514",($217),"$8,519","$102,228",$51.11
Indiana,Marion,5,0,0,0,2,"$1,269",$340,"$1,300","$1,982","$1,892",$804,$171,$776,"$1,841",($433),"$9,942","$119,304",$59.65
Indiana,Marion,5,0,0,0,3,"$1,269",$340,"$1,950","$2,176","$2,049",$846,$171,$880,"$2,210",($600),"$11,291","$135,492",$67.75
Indiana,Marion,5,0,0,0,4,"$1,510",$340,"$2,600","$2,370","$2,205",$888,$171,"$1,008","$2,702",($767),"$13,027","$156,324",$78.16
Indiana,Marion,5,0,0,0,5,"$1,510",$340,"$3,250","$2,564","$2,362",$930,$171,"$1,113","$3,082",($899),"$14,423","$173,076",$86.54
Indiana,Marion,5,0,0,0,6,"$1,752",$340,"$3,900","$2,758","$2,518",$972,$171,"$1,241","$3,487",($910),"$16,229","$194,748",$97.37
Indiana,Marion,5,0,0,1,0,"$1,020",$340,$596,"$1,904","$1,736",$761,$171,$653,"$1,504",($217),"$8,468","$101,616",$50.81
Indiana,Marion,5,0,0,1,1,"$1,269",$340,"$1,246","$1,998","$1,892",$804,$171,$772,"$1,830",($433),"$9,889","$118,668",$59.33
Indiana,Marion,5,0,0,1,2,"$1,269",$340,"$1,896","$2,192","$2,049",$846,$171,$876,"$2,195",($600),"$11,234","$134,808",$67.40
Indiana,Marion,5,0,0,1,3,"$1,510",$340,"$2,546","$2,386","$2,205",$888,$171,"$1,005","$2,688",($767),"$12,972","$155,664",$77.83
Indiana,Marion,5,0,0,1,4,"$1,510",$340,"$3,196","$2,580","$2,362",$930,$171,"$1,109","$3,070",($899),"$14,369","$172,428",$86.21
Indiana,Marion,5,0,0,1,5,"$1,752",$340,"$3,846","$2,774","$2,518",$972,$171,"$1,237","$3,475",($910),"$16,175","$194,100",$97.05
Indiana,Marion,5,0,0,2,0,"$1,269",$340,"$1,192","$2,014","$1,892",$804,$171,$768,"$1,820",($433),"$9,837","$118,044",$59.02
Indiana,Marion,5,0,0,2,1,"$1,269",$340,"$1,842","$2,208","$2,049",$846,$171,$873,"$2,181",($600),"$11,179","$134,148",$67.07
Indiana,Marion,5,0,0,2,2,"$1,510",$340,"$2,492","$2,402","$2,205",$888,$171,"$1,001","$2,673",($767),"$12,915","$154,980",$77.49
Indiana,Marion,5,0,0,2,3,"$1,510",$340,"$3,142","$2,596","$2,362",$930,$171,"$1,105","$3,058",($899),"$14,315","$171,780",$85.89
Indiana,Marion,5,0,0,2,4,"$1,752",$340,"$3,792","$2,791","$2,518",$972,$171,"$1,234","$3,463",($910),"$16,123","$193,476",$96.74
Indiana,Marion,5,0,0,3,0,"$1,269",$340,"$1,788","$2,224","$2,049",$846,$171,$869,"$2,166",($600),"$11,122","$133,464",$66.73
Indiana,Marion,5,0,0,3,1,"$1,510",$340,"$2,438","$2,419","$2,205",$888,$171,$997,"$2,659",($767),"$12,860","$154,320",$77.16
Indiana,Marion,5,0,0,3,2,"$1,510",$340,"$3,088","$2,613","$2,362",$930,$171,"$1,101","$3,046",($899),"$14,262","$171,144",$85.57
Indiana,Marion,5,0,0,3,3,"$1,752",$340,"$3,738","$2,807","$2,518",$972,$171,"$1,230","$3,451",($910),"$16,069","$192,828",$96.41
Indiana,Marion,5,0,0,4,0,"$1,510",$340,"$2,383","$2,435","$2,205",$888,$171,$993,"$2,644",($767),"$12,802","$153,624",$76.81
Indiana,Marion,5,0,0,4,1,"$1,510",$340,"$3,033","$2,629","$2,362",$930,$171,"$1,098","$3,034",($899),"$14,208","$170,496",$85.25
Indiana,Marion,5,0,0,4,2,"$1,752",$340,"$3,683","$2,823","$2,518",$972,$171,"$1,226","$3,439",($910),"$16,014","$192,168",$96.08
Indiana,Marion,5,0,0,5,0,"$1,510",$340,"$2,979","$2,645","$2,362",$930,$171,"$1,094","$3,022",($899),"$14,154","$169,848",$84.92
Indiana,Marion,5,0,0,5,1,"$1,752",$340,"$3,629","$2,839","$2,518",$972,$171,"$1,222","$3,427",($910),"$15,960","$191,520",$95.76
Indiana,Marion,5,0,0,6,0,"$1,752",$340,"$3,575","$2,855","$2,518",$972,$171,"$1,218","$3,415",($910),"$15,906","$190,872",$95.44
Indiana,Marion,5,0,1,0,0,"$1,020",$340,$223,"$1,968","$1,736",$761,$171,$622,"$1,419",($211),"$8,049","$96,588",$48.29
Indiana,Marion,5,0,1,0,1,"$1,269",$340,$873,"$2,059","$1,892",$804,$171,$741,"$1,745",($433),"$9,461","$113,532",$56.77
Indiana,Marion,5,0,1,0,2,"$1,269",$340,"$1,523","$2,253","$2,049",$846,$171,$845,"$2,076",($600),"$10,772","$129,264",$64.63
Indiana,Marion,5,0,1,0,3,"$1,510",$340,"$2,173","$2,447","$2,205",$888,$171,$973,"$2,568",($767),"$12,508","$150,096",$75.05
Indiana,Marion,5,0,1,0,4,"$1,510",$340,"$2,823","$2,641","$2,362",$930,$171,"$1,078","$2,968",($899),"$13,924","$167,088",$83.54
Indiana,Marion,5,0,1,0,5,"$1,752",$340,"$3,473","$2,835","$2,518",$972,$171,"$1,206","$3,377",($910),"$15,734","$188,808",$94.40
Indiana,Marion,5,0,1,1,0,"$1,269",$340,$819,"$2,075","$1,892",$804,$171,$737,"$1,734",($433),"$9,408","$112,896",$56.45
Indiana,Marion,5,0,1,1,1,"$1,269",$340,"$1,469","$2,269","$2,049",$846,$171,$841,"$2,061",($600),"$10,715","$128,580",$64.29
Indiana,Marion,5,0,1,1,2,"$1,510",$340,"$2,119","$2,463","$2,205",$888,$171,$970,"$2,554",($767),"$12,453","$149,436",$74.72
Indiana,Marion,5,0,1,1,3,"$1,510",$340,"$2,769","$2,657","$2,362",$930,$171,"$1,074","$2,954",($899),"$13,868","$166,416",$83.21
Indiana,Marion,5,0,1,1,4,"$1,752",$340,"$3,419","$2,851","$2,518",$972,$171,"$1,202","$3,365",($910),"$15,680","$188,160",$94.08
Indiana,Marion,5,0,1,2,0,"$1,269",$340,"$1,415","$2,285","$2,049",$846,$171,$838,"$2,046",($600),"$10,659","$127,908",$63.95
Indiana,Marion,5,0,1,2,1,"$1,510",$340,"$2,065","$2,479","$2,205",$888,$171,$966,"$2,539",($767),"$12,396","$148,752",$74.38
Indiana,Marion,5,0,1,2,2,"$1,510",$340,"$2,715","$2,673","$2,362",$930,$171,"$1,070","$2,939",($899),"$13,811","$165,732",$82.87
Indiana,Marion,5,0,1,2,3,"$1,752",$340,"$3,365","$2,867","$2,518",$972,$171,"$1,199","$3,353",($910),"$15,627","$187,524",$93.76
Indiana,Marion,5,0,1,3,0,"$1,510",$340,"$2,011","$2,495","$2,205",$888,$171,$962,"$2,524",($767),"$12,339","$148,068",$74.03
Indiana,Marion,5,0,1,3,1,"$1,510",$340,"$2,661","$2,690","$2,362",$930,$171,"$1,066","$2,925",($899),"$13,756","$165,072",$82.54
Indiana,Marion,5,0,1,3,2,"$1,752",$340,"$3,311","$2,884","$2,518",$972,$171,"$1,195","$3,341",($910),"$15,574","$186,888",$93.44
Indiana,Marion,5,0,1,4,0,"$1,510",$340,"$2,607","$2,706","$2,362",$930,$171,"$1,063","$2,910",($899),"$13,700","$164,400",$82.20
Indiana,Marion,5,0,1,4,1,"$1,752",$340,"$3,257","$2,900","$2,518",$972,$171,"$1,191","$3,329",($910),"$15,520","$186,240",$93.12
Indiana,Marion,5,0,1,5,0,"$1,752",$340,"$3,203","$2,916","$2,518",$972,$171,"$1,187","$3,317",($910),"$15,466","$185,592",$92.80
Indiana,Marion,5,0,2,0,0,"$1,269",$340,$447,"$2,135","$1,892",$804,$171,$706,"$1,649",($423),"$8,990","$107,880",$53.94
Indiana,Marion,5,0,2,0,1,"$1,269",$340,"$1,097","$2,330","$2,049",$846,$171,$810,"$1,941",($600),"$10,253","$123,036",$61.52
Indiana,Marion,5,0,2,0,2,"$1,510",$340,"$1,747","$2,524","$2,205",$888,$171,$939,"$2,434",($767),"$11,991","$143,892",$71.95
Indiana,Marion,5,0,2,0,3,"$1,510",$340,"$2,397","$2,718","$2,362",$930,$171,"$1,043","$2,834",($899),"$13,406","$160,872",$80.44
Indiana,Marion,5,0,2,0,4,"$1,752",$340,"$3,047","$2,912","$2,518",$972,$171,"$1,171","$3,266",($910),"$15,239","$182,868",$91.43
Indiana,Marion,5,0,2,1,0,"$1,269",$340,"$1,043","$2,346","$2,049",$846,$171,$806,"$1,927",($600),"$10,197","$122,364",$61.18
