State,County,Adults,Seniors,SchoolAge,PreSchoolers,Infants,Housing - Rent,Housing - Utilities,Child Care,Food,Transportation,Health Care,Technology,Miscellaneous,Tax Payments,Tax Credits,Monthly Total,ANNUAL TOTAL,Hourly Wage
Indiana,Marion,1,1,1,1,0,$728,$310,$819,"$1,216",$973,"$1,177",$116,$534,"$1,540",($433),"$6,980","$83,760",$41.88
Indiana,Marion,1,1,1,1,1,"$1,020",$340,"$1,469","$1,360","$1,129","$1,220",$116,$665,"$2,045",($600),"$8,764","$105,168",$52.58
Indiana,Marion,1,1,1,1,2,"$1,020",$340,"$2,119","$1,564","$1,286","$1,262",$116,$771,"$2,472",($767),"$10,183","$122,196",$61.10
Indiana,Marion,1,1,1,1,3,"$1,269",$340,"$2,769","$1,676","$1,442","$1,304",$116,$892,"$2,962",($933),"$11,837","$142,044",$71.02
Indiana,Marion,1,1,1,1,4,"$1,269",$340,"$3,419","$1,870","$1,599","$1,346",$116,$996,"$3,386","($1,100)","$13,241","$158,892",$79.45
Indiana,Marion,1,1,1,2,0,"$1,020",$340,"$1,415","$1,377","$1,129","$1,220",$116,$662,"$2,030",($600),"$8,709","$104,508",$52.25
Indiana,Marion,1,1,1,2,1,"$1,020",$340,"$2,065","$1,582","$1,286","$1,262",$116,$767,"$2,456",($767),"$10,127","$121,524",$60.76
Indiana,Marion,1,1,1,2,2,"$1,269",$340,"$2,715","$1,693","$1,442","$1,304",$116,$888,"$2,947",($933),"$11,781","$141,372",$70.69
Indiana,Marion,1,1,1,2,3,"$1,269",$340,"$3,365","$1,887","$1,599","$1,346",$116,$992,"$3,370","($1,100)","$13,184","$158,208",$79.10
Indiana,Marion,1,1,1,3,0,"$1,020",$340,"$2,011","$1,599","$1,286","$1,262",$116,$763,"$2,442",($767),"$10,072","$120,864",$60.43
Indiana,Marion,1,1,1,3,1,"$1,269",$340,"$2,661","$1,709","$1,442","$1,304",$116,$884,"$2,932",($933),"$11,724","$140,688",$70.34
Indiana,Marion,1,1,1,3,2,"$1,269",$340,"$3,311","$1,903","$1,599","$1,346",$116,$988,"$3,355","($1,100)","$13,127","$157,524",$78.76
Indiana,Marion,1,1,1,4,0,"$1,269",$340,"$2,607","$1,725","$1,442","$1,304",$116,$880,"$2,916",($933),"$11,666","$139,992",$70.00
Indiana,Marion,1,1,1,4,1,"$1,269",$340,"$3,257","$1,919","$1,599","$1,346",$116,$985,"$3,339","($1,100)","$13,070","$156,840",$78.42
Indiana,Marion,1,1,1,5,0,"$1,269",$340,"$3,203","$1,935","$1,599","$1,346",$116,$981,"$3,324","($1,100)","$13,013","$156,156",$78.08
Indiana,Marion,1,1,2,0,0,$728,$310,$447,"$1,283",$973,"$1,177",$116,$503,"$1,423",($423),"$6,537","$78,444",$39.22
Indiana,Marion,1,1,2,0,1,"$1,020",$340,"$1,097","$1,424","$1,129","$1,220",$116,$635,"$1,926",($600),"$8,307","$99,684",$49.84
Indiana,Marion,1,1,2,0,2,"$1,020",$340,"$1,747","$1,628","$1,286","$1,262",$116,$740,"$2,346",($767),"$9,718","$116,616",$58.31
Indiana,Marion,1,1,2,0,3,"$1,269",$340,"$2,397","$1,737","$1,442","$1,304",$116,$861,"$2,836",($933),"$11,369","$136,428",$68.21
Indiana,Marion,1,1,2,0,4,"$1,269",$340,"$3,047","$1,931","$1,599","$1,346",$116,$965,"$3,259","($1,100)","$12,772","$153,264",$76.63
Indiana,Marion,1,1,2,1,0,"$1,020",$340,"$1,043","$1,441","$1,129","$1,220",$116,$631,"$1,912",($600),"$8,252","$99,024",$49.51
Indiana,Marion,1,1,2,1,1,"$1,020",$340,"$1,693","$1,646","$1,286","$1,262",$116,$736,"$2,331",($767),"$9,663","$115,956",$57.98
Indiana,Marion,1,1,2,1,2,"$1,269",$340,"$2,343","$1,753","$1,442","$1,304",$116,$857,"$2,820",($933),"$11,311","$135,732",$67.87
Indiana,Marion,1,1,2,1,3,"$1,269",$340,"$2,993","$1,947","$1,599","$1,346",$116,$961,"$3,244","($1,100)","$12,715","$152,580",$76.29
Indiana,Marion,1,1,2,2,0,"$1,020",$340,"$1,638","$1,663","$1,286","$1,262",$116,$733,"$2,316",($767),"$9,607","$115,284",$57.64
Indiana,Marion,1,1,2,2,1,"$1,269",$340,"$2,288","$1,769","$1,442","$1,304",$116,$853,"$2,805",($933),"$11,253","$135,036",$67.52
Indiana,Marion,1,1,2,2,2,"$1,269",$340,"$2,938","$1,963","$1,599","$1,346",$116,$957,"$3,228","($1,100)","$12,656","$151,872",$75.94
Indiana,Marion,1,1,2,3,0,"$1,269",$340,"$2,234","$1,786","$1,442","$1,304",$116,$849,"$2,790",($933),"$11,197","$134,364",$67.18
Indiana,Marion,1,1,2,3,1,"$1,269",$340,"$2,884","$1,980","$1,599","$1,346",$116,$953,"$3,213","($1,100)","$12,600","$151,200",$75.60
Indiana,Marion,1,1,2,4,0,"$1,269",$340,"$2,830","$1,996","$1,599","$1,346",$116,$950,"$3,198","($1,100)","$12,544","$150,528",$75.26
Indiana,Marion,1,1,3,0,0,"$1,020",$340,$670,"$1,505","$1,129","$1,220",$116,$600,"$1,794",($600),"$7,794","$93,528",$46.76
Indiana,Marion,1,1,3,0,1,"$1,020",$340,"$1,320","$1,710","$1,286","$1,262",$116,$705,"$2,206",($767),"$9,198","$110,376",$55.19
Indiana,Marion,1,1,3,0,2,"$1,269",$340,"$1,970","$1,814","$1,442","$1,304",$116,$826,"$2,694",($933),"$10,842","$130,104",$65.05
Indiana,Marion,1,1,3,0,3,"$1,269",$340,"$2,620","$2,008","$1,599","$1,346",$116,$930,"$3,117","($1,100)","$12,245","$146,940",$73.47
Indiana,Marion,1,1,3,1,0,"$1,020",$340,"$1,266","$1,727","$1,286","$1,262",$116,$702,"$2,191",($767),"$9,143","$109,716",$54.86
Indiana,Marion,1,1,3,1,1,"$1,269",$340,"$1,916","$1,830","$1,442","$1,304",$116,$822,"$2,678",($933),"$10,784","$129,408",$64.70
Indiana,Marion,1,1,3,1,2,"$1,269",$340,"$2,566","$2,024","$1,599","$1,346",$116,$926,"$3,102","($1,100)","$12,188","$146,256",$73.13
Indiana,Marion,1,1,3,2,0,"$1,269",$340,"$1,862","$1,846","$1,442","$1,304",$116,$818,"$2,663",($933),"$10,727","$128,724",$64.36
Indiana,Marion,1,1,3,2,1,"$1,269",$340,"$2,512","$2,040","$1,599","$1,346",$116,$922,"$3,086","($1,100)","$12,130","$145,560",$72.78
Indiana,Marion,1,1,3,3,0,"$1,269",$340,"$2,458","$2,056","$1,599","$1,346",$116,$918,"$3,071","($1,100)","$12,073","$144,876",$72.44
Indiana,Marion,1,1,4,0,0,"$1,020",$340,$894,"$1,791","$1,286","$1,262",$116,$671,"$2,066",($767),"$8,679","$104,148",$52.07
Indiana,Marion,1,1,4,0,1,"$1,269",$340,"$1,544","$1,890","$1,442","$1,304",$116,$791,"$2,552",($933),"$10,315","$123,780",$61.89
Indiana,Marion,1,1,4,0,2,"$1,269",$340,"$2,194","$2,085","$1,599","$1,346",$116,$895,"$2,975","($1,100)","$11,719","$140,628",$70.31
Indiana,Marion,1,1,4,1,0,"$1,269",$340,"$1,490","$1,907","$1,442","$1,304",$116,$787,"$2,537",($933),"$10,259","$123,108",$61.55
Indiana,Marion,1,1,4,1,1,"$1,269",$340,"$2,140","$2,101","$1,599","$1,346",$116,$891,"$2,960","($1,100)","$11,662","$139,944",$69.97
Indiana,Marion,1,1,4,2,0,"$1,269",$340,"$2,085","$2,117","$1,599","$1,346",$116,$887,"$2,944","($1,100)","$11,603","$139,236",$69.62
Indiana,Marion,1,1,5,0,0,"$1,269",$340,"$1,117","$1,967","$1,442","$1,304",$116,$756,"$2,410",($933),"$9,788","$117,456",$58.73
Indiana,Marion,1,1,5,0,1,"$1,269",$340,"$1,767","$2,161","$1,599","$1,346",$116,$860,"$2,833","($1,100)","$11,191","$134,292",$67.15
Indiana,Marion,1,1,5,1,0,"$1,269",$340,"$1,713","$2,178","$1,599","$1,346",$116,$856,"$2,818","($1,100)","$11,135","$133,620",$66.81
Indiana,Marion,1,1,6,0,0,"$1,269",$340,"$1,341","$2,238","$1,599","$1,346",$116,$825,"$2,691","($1,100)","$10,665","$127,980",$63.99
Indiana,Marion,1,2,0,0,0,$751,$287,$0,"$1,058",$867,"$1,274",$136,$437,"$1,095",$0,"$5,905","$70,860",$35.43
Indiana,Marion,1,2,0,0,1,$728,$310,$650,"$1,223","$1,023","$1,520",$136,$559,"$1,637",($217),"$7,569","$90,828",$45.41
Indiana,Marion,1,2,0,0,2,"$1,020",$340,"$1,300","$1,367","$1,180","$1,720",$136,$706,"$2,210",($433),"$9,546","$114,552",$57.28
Indiana,Marion,1,2,0,0,3,"$1,020",$340,"$1,950","$1,572","$1,336","$1,762",$136,$812,"$2,637",($600),"$10,965","$131,580",$65.79
Indiana,Marion,1,2,0,0,4,"$1,269",$340,"$2,600","$1,683","$1,492","$1,804",$136,$932,"$3,128",($767),"$12,617","$151,404",$75.70
Indiana,Marion,1,2,0,0,5,"$1,269",$340,"$3,250","$1,878","$1,649","$1,846",$136,"$1,037","$3,551",($933),"$14,023","$168,276",$84.14
Indiana,Marion,1,2,0,0,6,"$1,510",$340,"$3,900","$2,072","$1,805","$1,888",$136,"$1,165","$4,015","($1,100)","$15,731","$188,772",$94.39
Indiana,Marion,1,2,0,1,0,$728,$310,$596,"$1,241","$1,023","$1,520",$136,$555,"$1,622",($217),"$7,514","$90,168",$45.08
Indiana,Marion,1,2,0,1,1,"$1,020",$340,"$1,246","$1,384","$1,180","$1,720",$136,$703,"$2,195",($433),"$9,491","$113,892",$56.95
Indiana,Marion,1,2,0,1,2,"$1,020",$340,"$1,896","$1,589","$1,336","$1,762",$136,$808,"$2,622",($600),"$10,909","$130,908",$65.45
Indiana,Marion,1,2,0,1,3,"$1,269",$340,"$2,546","$1,700","$1,492","$1,804",$136,$929,"$3,113",($767),"$12,562","$150,744",$75.37
Indiana,Marion,1,2,0,1,4,"$1,269",$340,"$3,196","$1,894","$1,649","$1,846",$136,"$1,033","$3,536",($933),"$13,966","$167,592",$83.80
Indiana,Marion,1,2,0,1,5,"$1,510",$340,"$3,846","$2,088","$1,805","$1,888",$136,"$1,161","$4,002","($1,100)","$15,676","$188,112",$94.06
Indiana,Marion,1,2,0,2,0,"$1,020",$340,"$1,192","$1,401","$1,180","$1,720",$136,$699,"$2,180",($433),"$9,435","$113,220",$56.61
Indiana,Marion,1,2,0,2,1,"$1,020",$340,"$1,842","$1,606","$1,336","$1,762",$136,$804,"$2,607",($600),"$10,853","$130,236",$65.12
Indiana,Marion,1,2,0,2,2,"$1,269",$340,"$2,492","$1,716","$1,492","$1,804",$136,$925,"$3,097",($767),"$12,504","$150,048",$75.02
Indiana,Marion,1,2,0,2,3,"$1,269",$340,"$3,142","$1,910","$1,649","$1,846",$136,"$1,029","$3,521",($933),"$13,909","$166,908",$83.45
Indiana,Marion,1,2,0,2,4,"$1,510",$340,"$3,792","$2,104","$1,805","$1,888",$136,"$1,158","$3,990","($1,100)","$15,623","$187,476",$93.74
Indiana,Marion,1,2,0,3,0,"$1,020",$340,"$1,788","$1,623","$1,336","$1,762",$136,$801,"$2,592",($600),"$10,798","$129,576",$64.79
Indiana,Marion,1,2,0,3,1,"$1,269",$340,"$2,438","$1,732","$1,492","$1,804",$136,$921,"$3,082",($767),"$12,447","$149,364",$74.68
Indiana,Marion,1,2,0,3,2,"$1,269",$340,"$3,088","$1,926","$1,649","$1,846",$136,"$1,025","$3,505",($933),"$13,851","$166,212",$83.11
Indiana,Marion,1,2,0,3,3,"$1,510",$340,"$3,738","$2,120","$1,805","$1,888",$136,"$1,154","$3,977","($1,100)","$15,568","$186,816",$93.41
Indiana,Marion,1,2,0,4,0,"$1,269",$340,"$2,383","$1,748","$1,492","$1,804",$136,$917,"$3,066",($767),"$12,388","$148,656",$74.33
Indiana,Marion,1,2,0,4,1,"$1,269",$340,"$3,033","$1,942","$1,649","$1,846",$136,"$1,022","$3,489",($933),"$13,793","$165,516",$82.76
Indiana,Marion,1,2,0,4,2,"$1,510",$340,"$3,683","$2,136","$1,805","$1,888",$136,"$1,150","$3,964","($1,100)","$15,512","$186,144",$93.07
Indiana,Marion,1,2,0,5,0,"$1,269",$340,"$2,979","$1,959","$1,649","$1,846",$136,"$1,018","$3,474",($933),"$13,737","$164,844",$82.42
Indiana,Marion,1,2,0,5,1,"$1,510",$340,"$3,629","$2,153","$1,805","$1,888",$136,"$1,146","$3,951","($1,100)","$15,458","$185,496",$92.75
Indiana,Marion,1,2,0,6,0,"$1,510",$340,"$3,575","$2,169","$1,805","$1,888",$136,"$1,142","$3,939","($1,100)","$15,404","$184,848",$92.42
Indiana,Marion,1,2,1,0,0,$728,$310,$223,"$1,309","$1,023","$1,520",$136,$525,"$1,505",($211),"$7,068","$84,816",$42.41
Indiana,Marion,1,2,1,0,1,"$1,020",$340,$873,"$1,448","$1,180","$1,720",$136,$672,"$2,069",($433),"$9,025","$108,300",$54.15
Indiana,Marion,1,2,1,0,2,"$1,020",$340,"$1,523","$1,653","$1,336","$1,762",$136,$777,"$2,497",($600),"$10,444","$125,328",$62.66
Indiana,Marion,1,2,1,0,3,"$1,269",$340,"$2,173","$1,760","$1,492","$1,804",$136,$897,"$2,986",($767),"$12,090","$145,080",$72.54
Indiana,Marion,1,2,1,0,4,"$1,269",$340,"$2,823","$1,954","$1,649","$1,846",$136,"$1,002","$3,409",($933),"$13,495","$161,940",$80.97
Indiana,Marion,1,2,1,0,5,"$1,510",$340,"$3,473","$2,148","$1,805","$1,888",$136,"$1,130","$3,897","($1,100)","$15,227","$182,724",$91.36
Indiana,Marion,1,2,1,1,0,"$1,020",$340,$819,"$1,465","$1,180","$1,720",$136,$668,"$2,055",($433),"$8,970","$107,640",$53.82
Indiana,Marion,1,2,1,1,1,"$1,020",$340,"$1,469","$1,670","$1,336","$1,762",$136,$773,"$2,482",($600),"$10,388","$124,656",$62.33
Indiana,Marion,1,2,1,1,2,"$1,269",$340,"$2,119","$1,776","$1,492","$1,804",$136,$894,"$2,970",($767),"$12,033","$144,396",$72.20
Indiana,Marion,1,2,1,1,3,"$1,269",$340,"$2,769","$1,971","$1,649","$1,846",$136,$998,"$3,394",($933),"$13,439","$161,268",$80.63
Indiana,Marion,1,2,1,1,4,"$1,510",$340,"$3,419","$2,165","$1,805","$1,888",$136,"$1,126","$3,885","($1,100)","$15,174","$182,088",$91.04
Indiana,Marion,1,2,1,2,0,"$1,020",$340,"$1,415","$1,687","$1,336","$1,762",$136,$770,"$2,467",($600),"$10,333","$123,996",$62.00
Indiana,Marion,1,2,1,2,1,"$1,269",$340,"$2,065","$1,793","$1,492","$1,804",$136,$890,"$2,955",($767),"$11,977","$143,724",$71.86
Indiana,Marion,1,2,1,2,2,"$1,269",$340,"$2,715","$1,987","$1,649","$1,846",$136,$994,"$3,378",($933),"$13,381","$160,572",$80.29
Indiana,Marion,1,2,1,2,3,"$1,510",$340,"$3,365","$2,181","$1,805","$1,888",$136,"$1,123","$3,872","($1,100)","$15,120","$181,440",$90.72
Indiana,Marion,1,2,1,3,0,"$1,269",$340,"$2,011","$1,809","$1,492","$1,804",$136,$886,"$2,940",($767),"$11,920","$143,040",$71.52
Indiana,Marion,1,2,1,3,1,"$1,269",$340,"$2,661","$2,003","$1,649","$1,846",$136,$990,"$3,363",($933),"$13,324","$159,888",$79.94
Indiana,Marion,1,2,1,3,2,"$1,510",$340,"$3,311","$2,197","$1,805","$1,888",$136,"$1,119","$3,859","($1,100)","$15,065","$180,780",$90.39
Indiana,Marion,1,2,1,4,0,"$1,269",$340,"$2,607","$2,019","$1,649","$1,846",$136,$987,"$3,348",($933),"$13,268","$159,216",$79.61
Indiana,Marion,1,2,1,4,1,"$1,510",$340,"$3,257","$2,213","$1,805","$1,888",$136,"$1,115","$3,846","($1,100)","$15,010","$180,120",$90.06
Indiana,Marion,1,2,1,5,0,"$1,510",$340,"$3,203","$2,230","$1,805","$1,888",$136,"$1,111","$3,833","($1,100)","$14,956","$179,472",$89.74
Indiana,Marion,1,2,2,0,0,"$1,020",$340,$447,"$1,529","$1,180","$1,720",$136,$637,"$1,936",($423),"$8,522","$102,264",$51.13
Indiana,Marion,1,2,2,0,1,"$1,020",$340,"$1,097","$1,734","$1,336","$1,762",$136,$743,"$2,357",($600),"$9,925","$119,100",$59.55
Indiana,Marion,1,2,2,0,2,"$1,269",$340,"$1,747","$1,837","$1,492","$1,804",$136,$863,"$2,844",($767),"$11,565","$138,780",$69.39
Indiana,Marion,1,2,2,0,3,"$1,269",$340,"$2,397","$2,031","$1,649","$1,846",$136,$967,"$3,267",($933),"$12,969","$155,628",$77.81
Indiana,Marion,1,2,2,0,4,"$1,510",$340,"$3,047","$2,225","$1,805","$1,888",$136,"$1,095","$3,779","($1,100)","$14,725","$176,700",$88.35
Indiana,Marion,1,2,2,1,0,"$1,020",$340,"$1,043","$1,751","$1,336","$1,762",$136,$739,"$2,342",($600),"$9,869","$118,428",$59.21
Indiana,Marion,1,2,2,1,1,"$1,269",$340,"$1,693","$1,853","$1,492","$1,804",$136,$859,"$2,828",($767),"$11,507","$138,084",$69.04
Indiana,Marion,1,2,2,1,2,"$1,269",$340,"$2,343","$2,047","$1,649","$1,846",$136,$963,"$3,252",($933),"$12,912","$154,944",$77.47
Indiana,Marion,1,2,2,1,3,"$1,510",$340,"$2,993","$2,241","$1,805","$1,888",$136,"$1,091","$3,766","($1,100)","$14,670","$176,040",$88.02
Indiana,Marion,1,2,2,2,0,"$1,269",$340,"$1,638","$1,869","$1,492","$1,804",$136,$855,"$2,813",($767),"$11,449","$137,388",$68.69
Indiana,Marion,1,2,2,2,1,"$1,269",$340,"$2,288","$2,064","$1,649","$1,846",$136,$959,"$3,236",($933),"$12,854","$154,248",$77.12
Indiana,Marion,1,2,2,2,2,"$1,510",$340,"$2,938","$2,258","$1,805","$1,888",$136,"$1,088","$3,753","($1,100)","$14,616","$175,392",$87.70
Indiana,Marion,1,2,2,3,0,"$1,269",$340,"$2,234","$2,080","$1,649","$1,846",$136,$955,"$3,221",($933),"$12,797","$153,564",$76.78
Indiana,Marion,1,2,2,3,1,"$1,510",$340,"$2,884","$2,274","$1,805","$1,888",$136,"$1,084","$3,741","($1,100)","$14,562","$174,744",$87.37
Indiana,Marion,1,2,2,4,0,"$1,510",$340,"$2,830","$2,290","$1,805","$1,888",$136,"$1,080","$3,727","($1,100)","$14,506","$174,072",$87.04
Indiana,Marion,1,2,3,0,0,"$1,020",$340,$670,"$1,815","$1,336","$1,762",$136,$708,"$2,217",($600),"$9,404","$112,848",$56.42
Indiana,Marion,1,2,3,0,1,"$1,269",$340,"$1,320","$1,914","$1,492","$1,804",$136,$828,"$2,702",($767),"$11,038","$132,456",$66.23
Indiana,Marion,1,2,3,0,2,"$1,269",$340,"$1,970","$2,108","$1,649","$1,846",$136,$932,"$3,125",($933),"$12,442","$149,304",$74.65
Indiana,Marion,1,2,3,0,3,"$1,510",$340,"$2,620","$2,302","$1,805","$1,888",$136,"$1,060","$3,646","($1,100)","$14,207","$170,484",$85.24
Indiana,Marion,1,2,3,1,0,"$1,269",$340,"$1,266","$1,930","$1,492","$1,804",$136,$824,"$2,687",($767),"$10,981","$131,772",$65.89
Indiana,Marion,1,2,3,1,1,"$1,269",$340,"$1,916","$2,124","$1,649","$1,846",$136,$928,"$3,110",($933),"$12,385","$148,620",$74.31
Indiana,Marion,1,2,3,1,2,"$1,510",$340,"$2,566","$2,318","$1,805","$1,888",$136,"$1,056","$3,631","($1,100)","$14,150","$169,800",$84.90
Indiana,Marion,1,2,3,2,0,"$1,269",$340,"$1,862","$2,140","$1,649","$1,846",$136,$924,"$3,094",($933),"$12,327","$147,924",$73.96
Indiana,Marion,1,2,3,2,1,"$1,510",$340,"$2,512","$2,334","$1,805","$1,888",$136,"$1,053","$3,616","($1,100)","$14,094","$169,128",$84.56
Indiana,Marion,1,2,3,3,0,"$1,510",$340,"$2,458","$2,351","$1,805","$1,888",$136,"$1,049","$3,600","($1,100)","$14,037","$168,444",$84.22
Indiana,Marion,1,2,4,0,0,"$1,269",$340,$894,"$1,991","$1,492","$1,804",$136,$793,"$2,560",($767),"$10,512","$126,144",$63.07
Indiana,Marion,1,2,4,0,1,"$1,269",$340,"$1,544","$2,185","$1,649","$1,846",$136,$897,"$2,983",($933),"$11,916","$142,992",$71.50
Indiana,Marion,1,2,4,0,2,"$1,510",$340,"$2,194","$2,379","$1,805","$1,888",$136,"$1,025","$3,504","($1,100)","$13,681","$164,172",$82.09
Indiana,Marion,1,2,4,1,0,"$1,269",$340,"$1,490","$2,201","$1,649","$1,846",$136,$893,"$2,968",($933),"$11,859","$142,308",$71.15
Indiana,Marion,1,2,4,1,1,"$1,510",$340,"$2,140","$2,395","$1,805","$1,888",$136,"$1,021","$3,489","($1,100)","$13,624","$163,488",$81.74
Indiana,Marion,1,2,4,2,0,"$1,510",$340,"$2,085","$2,411","$1,805","$1,888",$136,"$1,018","$3,474","($1,100)","$13,567","$162,804",$81.40
Indiana,Marion,1,2,5,0,0,"$1,269",$340,"$1,117","$2,262","$1,649","$1,846",$136,$862,"$2,841",($933),"$11,389","$136,668",$68.33
Indiana,Marion,1,2,5,0,1,"$1,510",$340,"$1,767","$2,456","$1,805","$1,888",$136,$990,"$3,362","($1,100)","$13,154","$157,848",$78.92
Indiana,Marion,1,2,5,1,0,"$1,510",$340,"$1,713","$2,472","$1,805","$1,888",$136,$986,"$3,347","($1,100)","$13,097","$157,164",$78.58
Indiana,Marion,1,2,6,0,0,"$1,510",$340,"$1,341","$2,532","$1,805","$1,888",$136,$955,"$3,220","($1,100)","$12,627","$151,524",$75.76
Indiana,Marion,1,3,0,0,0,$728,$310,$0,"$1,335","$1,073","$1,817",$146,$541,"$1,492",$0,"$7,442","$89,304",$44.65
Indiana,Marion,1,3,0,0,1,"$1,020",$340,$650,"$1,473","$1,230","$2,062",$146,$692,"$2,152",($217),"$9,548","$114,576",$57.29
Indiana,Marion,1,3,0,0,2,"$1,020",$340,"$1,300","$1,678","$1,386","$2,262",$146,$813,"$2,644",($433),"$11,156","$133,872",$66.94
Indiana,Marion,1,3,0,0,3,"$1,269",$340,"$1,950","$1,784","$1,542","$2,304",$146,$934,"$3,132",($600),"$12,801","$153,612",$76.81
Indiana,Marion,1,3,0,0,4,"$1,269",$340,"$2,600","$1,978","$1,699","$2,346",$146,"$1,038","$3,555",($767),"$14,204","$170,448",$85.22
Indiana,Marion,1,3,0,0,5,"$1,510",$340,"$3,250","$2,172","$1,855","$2,388",$146,"$1,166","$4,019",($933),"$15,913","$190,956",$95.48
Indiana,Marion,1,3,0,0,6,"$1,510",$340,"$3,900","$2,366","$2,011","$2,430",$146,"$1,270","$4,377","($1,100)","$17,250","$207,000",$103.50
Indiana,Marion,1,3,0,1,0,"$1,020",$340,$596,"$1,490","$1,230","$2,062",$146,$688,"$2,137",($217),"$9,492","$113,904",$56.95
Indiana,Marion,1,3,0,1,1,"$1,020",$340,"$1,246","$1,695","$1,386","$2,262",$146,$810,"$2,629",($433),"$11,101","$133,212",$66.61
Indiana,Marion,1,3,0,1,2,"$1,269",$340,"$1,896","$1,800","$1,542","$2,304",$146,$930,"$3,117",($600),"$12,744","$152,928",$76.46
Indiana,Marion,1,3,0,1,3,"$1,269",$340,"$2,546","$1,994","$1,699","$2,346",$146,"$1,034","$3,540",($767),"$14,147","$169,764",$84.88
Indiana,Marion,1,3,0,1,4,"$1,510",$340,"$3,196","$2,188","$1,855","$2,388",$146,"$1,162","$4,006",($933),"$15,858","$190,296",$95.15
Indiana,Marion,1,3,0,1,5,"$1,510",$340,"$3,846","$2,382","$2,011","$2,430",$146,"$1,267","$4,361","($1,100)","$17,193","$206,316",$103.16
Indiana,Marion,1,3,0,2,0,"$1,020",$340,"$1,192","$1,712","$1,386","$2,262",$146,$806,"$2,614",($433),"$11,045","$132,540",$66.27
Indiana,Marion,1,3,0,2,1,"$1,269",$340,"$1,842","$1,816","$1,542","$2,304",$146,$926,"$3,101",($600),"$12,686","$152,232",$76.12
Indiana,Marion,1,3,0,2,2,"$1,269",$340,"$2,492","$2,010","$1,699","$2,346",$146,"$1,030","$3,525",($767),"$14,090","$169,080",$84.54
Indiana,Marion,1,3,0,2,3,"$1,510",$340,"$3,142","$2,204","$1,855","$2,388",$146,"$1,159","$3,993",($933),"$15,804","$189,648",$94.82
Indiana,Marion,1,3,0,2,4,"$1,510",$340,"$3,792","$2,398","$2,011","$2,430",$146,"$1,263","$4,345","($1,100)","$17,135","$205,620",$102.81
Indiana,Marion,1,3,0,3,0,"$1,269",$340,"$1,788","$1,832","$1,542","$2,304",$146,$922,"$3,086",($600),"$12,629","$151,548",$75.77
Indiana,Marion,1,3,0,3,1,"$1,269",$340,"$2,438","$2,026","$1,699","$2,346",$146,"$1,026","$3,509",($767),"$14,032","$168,384",$84.19
Indiana,Marion,1,3,0,3,2,"$1,510",$340,"$3,088","$2,220","$1,855","$2,388",$146,"$1,155","$3,980",($933),"$15,749","$188,988",$94.49
Indiana,Marion,1,3,0,3,3,"$1,510",$340,"$3,738","$2,414","$2,011","$2,430",$146,"$1,259","$4,333","($1,100)","$17,081","$204,972",$102.49
Indiana,Marion,1,3,0,4,0,"$1,269",$340,"$2,383","$2,042","$1,699","$2,346",$146,"$1,023","$3,494",($767),"$13,975","$167,700",$83.85
Indiana,Marion,1,3,0,4,1,"$1,510",$340,"$3,033","$2,237","$1,855","$2,388",$146,"$1,151","$3,968",($933),"$15,695","$188,340",$94.17
Indiana,Marion,1,3,0,4,2,"$1,510",$340,"$3,683","$2,431","$2,011","$2,430",$146,"$1,255","$4,320","($1,100)","$17,026","$204,312",$102.16
Indiana,Marion,1,3,0,5,0,"$1,510",$340,"$2,979","$2,253","$1,855","$2,388",$146,"$1,147","$3,955",($933),"$15,640","$187,680",$93.84
Indiana,Marion,1,3,0,5,1,"$1,510",$340,"$3,629","$2,447","$2,011","$2,430",$146,"$1,251","$4,307","($1,100)","$16,971","$203,652",$101.83
Indiana,Marion,1,3,0,6,0,"$1,510",$340,"$3,575","$2,463","$2,011","$2,430",$146,"$1,248","$4,294","($1,100)","$16,917","$203,004",$101.50
Indiana,Marion,1,3,1,0,0,"$1,020",$340,$223,"$1,554","$1,230","$2,062",$146,$658,"$2,014",($211),"$9,036","$108,432",$54.22
Indiana,Marion,1,3,1,0,1,"$1,020",$340,$873,"$1,759","$1,386","$2,262",$146,$779,"$2,503",($433),"$10,635","$127,620",$63.81
Indiana,Marion,1,3,1,0,2,"$1,269",$340,"$1,523","$1,860","$1,542","$2,304",$146,$898,"$2,990",($600),"$12,272","$147,264",$73.63
Indiana,Marion,1,3,1,0,3,"$1,269",$340,"$2,173","$2,054","$1,699","$2,346",$146,"$1,003","$3,413",($767),"$13,676","$164,112",$82.06
Indiana,Marion,1,3,1,0,4,"$1,510",$340,"$2,823","$2,248","$1,855","$2,388",$146,"$1,131","$3,901",($933),"$15,409","$184,908",$92.45
Indiana,Marion,1,3,1,0,5,"$1,510",$340,"$3,473","$2,443","$2,011","$2,430",$146,"$1,235","$4,253","($1,100)","$16,741","$200,892",$100.45
Indiana,Marion,1,3,1,1,0,"$1,020",$340,$819,"$1,776","$1,386","$2,262",$146,$775,"$2,489",($433),"$10,580","$126,960",$63.48
Indiana,Marion,1,3,1,1,1,"$1,269",$340,"$1,469","$1,876","$1,542","$2,304",$146,$895,"$2,975",($600),"$12,216","$146,592",$73.30
Indiana,Marion,1,3,1,1,2,"$1,269",$340,"$2,119","$2,071","$1,699","$2,346",$146,$999,"$3,398",($767),"$13,620","$163,440",$81.72
